,Name,File Name,Generated Smiles,Correct Smiles
0,dy-350,dy-350.PNG,O=Sc1c(C)ccc2c1oc(=O)c1c2C(CC1)C(S(=O)(=O)[O-])CC(=O)NCCCC([OH2+])O CCN(C(C)C)C(C)C,Nc3ccc2c1c(CCC1C(CC(=O)NCCCC(=O)O)S(=O)(=O)[O-])c(=O)oc2c3S(=O)(=O)[O-].CC[NH+](C(C)C)C(C)C.CC[NH+](C(C)C)C(C)C
1,dy-350XL,dy-350XL.PNG,OC(=O)CCCCCNC(=O)N(c1ccc2c(c1)oc(n2)c1cc[n+](cc1)CCCS(=O)(=O)[O-])CCCS(=O)(=O)[O-],OC(=O)CCCCCNC(=O)N(c1ccc2c(c1)oc(n2)c1cc[n+](cc1)CCCS(=O)(=O)[O-])CCCS(=O)(=O)[O-].[Na+]
2,dy-360XL,dy-360XL.PNG,COS(=O)(c1ccccc1C1CC(=NN1c1ccc(cc1)S(=O)(=O)[O-])c1ccc(cc1)OCCCCCC(=O)O)[O-],O=C(O)CCCCCOc4ccc(C3=NN(c1ccc(S(=O)(=O)[O-])cc1)C(c2ccccc2S(=O)(=O)[O-])C3)cc4.[Na+].[Na+]
3,dy-370XL,dy-370XL.PNG,OC(=O)CCCCC[n+]1ccccc1c1oc2c(n1)c1ccc(cc1cc2S(=O)(C)[O-])S(=O)(=O)[O-],OC(=O)CCCCC[n+]1ccccc1c1oc2c(n1)c1ccc(cc1cc2S(=O)(C)[O-])S(=O)(=O)[O-].[Na+]
4,dy-375XL,dy-375XL.PNG,OC(=O)CCCC(=O)Nc1ccc2c(c1)oc(n2)c1cc[n+](cc1)CCCS(=O)(=O)[O-],OC(=O)CCCC(=O)Nc1ccc2c(c1)oc(n2)c1cc[n+](cc1)CCCS(=O)(=O)[O-]
5,dy-376XL,dy-376XL.PNG,OC(=O)CCCCCOc1cc2oc(nc2cc1S(=O)(=O)[O-])/C=C/c1cc[n+](cc1)CCCS(=O)(=O)[O-],OC(=O)CCCCCOc1cc2oc(nc2cc1S(=O)(=O)[O-])/C=C/c1cc[n+](cc1)CCCS(=O)(=O)[O-].[Na+]
6,dy-380XL,dy-380XL.PNG,OC(=O)CCCCC[n+]1ccc(cc1)c1oc2c(n1)ccc(c2)OCCCS(=O)(=O)[O-],
7,dy-395XL,dy-395XL.PNG,OC(=O)CCCCCNC(=O)Nc1ccc2c(c1)oc(*2)c1cc[n+](cc1)CCCS(=O)(=O)[O-],OC(=O)CCCCCNC(=O)Nc1ccc2c(c1)oc(n2)c1cc[n+](cc1)CCCS(=O)(=O)[O-]
8,dy-396XL,dy-396XL.PNG,OC(=O)CCCCCOc1ccc2c(c1)oc(n2)/C=C/c1cc[n+](cc1)CCCS(=O)(=O)[O-],OC(=O)CCCCCOc1ccc2c(c1)oc(n2)/C=C/c1cc[n+](cc1)CCCS(=O)(=O)[O-]
9,dy-405,dy-405.PNG,O=C(COc1cc(c2c3c1ccc1c3c(cc2)c(cc1S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-])NCCCCCC(=O)*,O=C(O)CCCCCNC(=O)COc1cc(S(=O)(=O)[O-])c2ccc4c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c3ccc1c2c34.[Na+].[Na+].[Na+]
10,dy-410,dy-410.PNG,OC(=O)CCCCCNC(=O)c1cc2cc(c(c(c2oc1=O)Cl)O)S(=O)(=O)[O-],OC(=O)CCCCCNC(=O)c1cc2cc(c(c(c2oc1=O)Cl)O)S(=O)(=O)[O-].[Na+]
11,dy-415,dy-415.PNG,CCN(c1ccc2c(c1)oc(=O)c(c2)C(=O)NCCS(=O)(=O)[O-])CCCCCC(=O)O,CCN(c1ccc2c(c1)oc(=O)c(c2)C(=O)NCCS(=O)(=O)[O-])CCCCCC(=O)O.[Na+]
12,dy-430,dy-430.PNG,OC(=O)CCCCCNC(=O)c1cc2cc3C(=CC(N(c3cc2oc1=O)CCCS(=O)(=O)[O-])(C)C)C,OC(=O)CCCCCNC(=O)c1cc2cc3C(=CC(N(c3cc2oc1=O)CCCS(=O)(=O)[O-])(C)C)C.[Na+]
13,dy-431,dy-431.PNG,OC(=O)CCCCCNC(=O)c1cc2cc3C(=CC(N(c3cc2oc1=O)CCCS(=O)(=O)[O-])(C)C)CS(=O)(=O)[O-],OC(=O)CCCCCNC(=O)c1cc2cc3C(=CC(N(c3cc2oc1=O)CCCS(=O)(=O)[O-])(C)C)CS(=O)(=O)[O-].[Na+].[Na+]
14,dy-475XL,dy-475XL.PNG,COc1cc(OC)cc2c1c(O)c(c(=O)o2)/C=C/C1=[N+](CCCCCC(=O)O)c2c(C1(C)C)cc(cc2)S(=O)(=O)[O-],
15,dy-478,dy-478.PNG,CCN(c1ccc2c(c1)[OH+](=C(C=C2C=C1Sc2c(N1C)cccc2)N(CCCC(=O)O)C)[F][B-](F)(F)F)CC,CCN(CC)c4ccc3c(C=c2sc1ccccc1n2C)cc(N(C)CCCC(=O)O)[o+]c3c4.F[B-](F)(F)F
16,dy-480XL,dy-480XL.PNG,CCN(c1ccc2c(c1)oc(=O)c(c2)/C=C/C1=[N](CCCCCC(=O)O)C=C(C=C1)S(=O)(=O)[O-])CC,CCN(CC)c3ccc2cc(/C=C/c1ccc(S(=O)(=O)[O-])c[n+]1CCCCCC(=O)O)c(=O)oc2c3
17,dy-481XL,dy-481XL.PNG,CCN(c1ccc2c(c1)oc(=O)c(c2)/C=C/c1ccc(c[n+]1CCCS(=O)(=O)[O-])S(=O)(=O)[O-])CCCCCC(=O)O,CCN(c1ccc2c(c1)oc(=O)c(c2)/C=C/c1ccc(c[n+]1CCCS(=O)(=O)[O-])S(=O)(=O)[O-])CCCCCC(=O)O.[Na+]
18,dy-485XL,dy-485XL.PNG,CCN(c1ccc2c(c1)oc(=O)c(c2)c1cc[n+](cc1)CCCS(=O)(=O)[O-])CCCCCC(=O)O,CCN(c1ccc2c(c1)oc(=O)c(c2)c1cc[n+](cc1)CCCS(=O)(=O)[O-])CCCCCC(=O)O
19,dy-490,dy-490.PNG,C[O]=S(=O)CCCNS(=O)(=O)c1c(*)ccc2c1[o]c1c(c2C2=CC=C(CC2C(=O)N)C(=O)O)ccc(c1S(=O)(=O)[O-])[NH3+],Nc4ccc3c(c1ccc(C(=O)O)cc1C(=O)O)c2ccc(N)c(S(=O)(=O)NCCCS(=O)(=O)O)c2[o+]c3c4S(=O)(=O)[O-].[Na+]
20,dy-494XL,dy-494XL.PNG,CCN(c1ccc2c(c1)oc(=O)c(c2)/C=C/c1cc[n+](cc1)CCCCCC(=O)O)CC,CCN(c1ccc2c(c1)oc(=O)c(c2)/C=C/c1cc[n+](cc1)CCCCCC(=O)O)CC.[Br-]
21,dy-495,dy-495.PNG,OC(=O)CCCCCNC(=O)c1ccc(c(c1)C(=O)O)c1c2ccc(cc2[o+]c2c1ccc(c2)O)O,OC(=O)CCCCCNC(=O)c1ccc(c(c1)C(=O)O)c1c2ccc(cc2[o+]c2c1ccc(c2)O)O.[Cl-]
22,dy-505,dy-505.PNG,OC(=O)CCCCCNC(=O)c1ccc(c(c1)C(=O)O)c1c2ccc(cc2[o+]c2c1ccc(c2)N)N,OC(=O)CCCCCNC(=O)c1ccc(c(c1)C(=O)O)c1c2ccc(cc2[o+]c2c1ccc(c2)N)N.[Cl-]
23,dy-510XL,dy-510XL.PNG,OC(=O)CCCCC[n+]1ccc(cc1)c1cc2cc3C(=CC(N(c3cc2oc1=O)CCCS(=O)(=O)[O-])(C)C)C,OC(=O)CCCCC[n+]1ccc(cc1)c1cc2cc3C(=CC(N(c3cc2oc1=O)CCCS(=O)(=O)[O-])(C)C)C
24,dy-511XL,dy-511XL.PNG,OC(=O)CCCCC[n+]1ccc(cc1)c1cc2cc3C(=CC(N(c3cc2oc1=O)CCCS(=O)(=O)[O-])(C)C)CS(=O)(=O)O,OC(=O)CCCCC[n+]1ccc(cc1)c1cc2cc3C(=CC(N(c3cc2oc1=O)CCCS(=O)(=O)[O-])(C)C)CS(=O)(=O)O.[Na+]
25,dy-520XL,dy-520XL.PNG,CNC1C=C2C1OC(C(=C2)C1CC1C1CC[NH2+]CC1S(=O)(O)O)C,CCN(CC)c3ccc2cc(/C=C/c1cc[n+](CCCCCC(=O)O)cc1S(=O)(=O)[O-])c(=O)oc2c3
26,dy-521XL,dy-521XL.PNG,CCN(c1ccc2c(c1)oc(=O)c(c2)C=Cc1cc[n+](cc1S(=CC)=O)CCCS(=O)(=O)[O-])CCCCCC(O)C,CCN(c1ccc2c(c1)oc(=O)c(c2)C=Cc1cc[n+](cc1S(=CC)=O)CCCS(=O)(=O)[O-])CCCCCC(O)C.[Na+]
27,dy-530,dy-530.PNG,OC(=O)CCCN(C(=O)c1ccccc1/C(=c/1\ccc(cc1=C)NCCCS(=O)(=O)[O-])/c1ccc(cc1[OH2+])*CCCS(=O)(=O)[O-])C,CN(CCCC(=O)O)C(=O)c1ccccc1c3c2ccc(NCCCS(=O)(=O)[O-])cc2[o+]c4cc(NCCC[S+](=O)(=O)=O)ccc34.[Na+]
28,dy-546,dy-546.PNG,OC(=O)CCCN(C(=O)c1cc(Cl)c(cc1c1c2cc(C)c(cc2[o+]c2c1cc(C)c(c2)/[C](=[H]/CCCS(=O)(=O)[O-])=C)NCCCS(=O)(=O)[O-])Cl)C,Cc4cc3c(c1cc(Cl)c(Cl)cc1C(=O)N(C)CCCC(=O)O)c2cc(C)c(NCCCS(=O)(=O)[O-])cc2[o+]c3cc4NCCCS(=O)(=O)[O-].[Na+]
29,dy-547P1,dy-547P1.PNG,COCCCc1ccc(cc1C(C(=C)/C=C/C=C\1/N(CCCCCC(=O)O)c2c(C1(C)C)cc(cc2)S(=O)(=O)[O-])(C)C)S(=O)(=O)[O-].[Na+],COCC[N+]4=C(/C=C/C=C\2N(CCCCCC(=O)O)c1ccc(S(=O)(=O)[O-])cc1C2(C)C)C(C)(C)c3cccc(S(=O)(=O)[O-])c34
30,dy-548P1,dy-548P1.PNG,COCC[NH+2]c1ccc(cc1C([C@@H](/C=C/C=C\1/N(CCCCCC(=O)O)c2c(C1(C)CCCS(=O)(=O)[O-])cc(cc2)SC)C)(C)C)SC,COCC[N+]4=C(/C=C/C=C\2N(CCCCCC(=O)O)c1ccc(S(=O)(=O)[O-])cc1C2(C)CCCS(=O)(=O)[O-])C(C)(C)c3cccc(S(=O)(=O)[O-])c34.[Na+].[Na+].[Na+]
31,dy-549P1,dy-549P1.PNG,COCC[N+]1=C(/C=C/C=C\2/N(CCCCCC(=O)O)c3c(C2(C)CCCS(=O)(=O)[O-])cc(cc3)S)C(C2C1=CC=C(C2)S(=O)(C)[O-])(C)CCCS(=O)(=O)[O-],COCC[N+]1=C(/C=C/C=C\2/N(CCCCCC(=O)O)c3c(C2(C)CCCS(=O)(=O)[O-])cc(cc3)S)C(C2C1=CC=C(C2)S(=O)(C)[O-])(C)CCCS(=O)(=O)[O-].[Na+].[Na+].[Na+]
32,dy-550,dy-550.PNG,CCN(c1ccc2c(c1)OC(=C/C/2=C\C=C/1\C(=O)N(CCCCCC(=O)O)C(=O)N(C1=O)CCCS(=O)(=O)[O-])C(C)(C)C)CC,CCN(c1ccc2c(c1)OC(=C/C/2=C\C=C/1\C(=O)N(CCCCCC(=O)O)C(=O)N(C1=O)CCCS(=O)(=O)[O-])C(C)(C)C)CC.[Na+]
33,dy-554,dy-554.PNG,OC(=O)CCCCCNC(=O)c1ccc(c(c1)C(=O)O)/C(=c/1\ccc(cc1=C)N(C)C)/c1ccc(cc1[OH2+])N(C)C,CN(C)c4ccc3c(c1ccc(C(=O)NCCCCCC(=O)O)cc1C(=O)O)c2ccc(N(C)C)cc2[o+]c3c4.[Cl-]
34,dy-555,dy-555.PNG,CCN(c1ccc2c(c1)[o+]c1c(c2c2ccc(cc2C(=O)O)C(=O)NCCCCCC(=O)O)ccc(c1)N(CC)CC)CC,CCN(c1ccc2c(c1)[o+]c1c(c2c2ccc(cc2C(=O)O)C(=O)NCCCCCC(=O)O)ccc(c1)N(CC)CC)CC.[Cl-]
35,dy-556,dy-556.PNG,CCN(C1=CC2C(=C(c3ccc(cc3C(=O)[O-])C(=O)NCCCCCC(=O)O)c3c([O+2]2)cc(cc3)N(CCCS(=O)(=O)[O-])CC)C=C1)CC,CCN(CC)c4ccc3c(c1ccc(C(=O)NCCCCCC(=O)O)cc1C(=O)[O-])c2ccc(N(CC)CCCS(=O)(=O)[O-])cc2[o+]c3c4.[Na+]
36,dy-557,dy-557.PNG,CCN(c1ccc2c(c1)[o+]c1c(c2c2ccc(cc2C(C)[O-])C(=O)NCCCCCC(=O)O)ccc(c1)N(CCCS(=O)(=O)[O-])CC)CCCS(=O)(=O)[O-],CCN(CCCS(=O)(=O)[O-])c4ccc3c(c1ccc(C(=O)NCCCCCC(=O)O)cc1C(=O)[O-])c2ccc(N(CC)CCCS(=O)(=O)[O-])cc2[o+]c3c4.[Na+].[Na+]
37,dy-560,dy-560.PNG,CCN(c1ccc2c(c1)[o+]c1c(c2c2ccc(cc2S(=O)(=O)[O-])S(=O)(=O)NCCCCCC(=O)O)ccc(c1)N(CC)CC)CC,CCN(c1ccc2c(c1)[o+]c1c(c2c2ccc(cc2S(=O)(=O)[O-])S(=O)(=O)NCCCCCC(=O)O)ccc(c1)N(CC)CC)CC
38,dy-580,dy-580.PNG,OC(=O)c1ccc(c(c1)C(=O)O)c1c2cc3CCCN4c3c(c2[o+]c2c1cc1CCCN3c1c2CCC3)CCC4,OC(=O)c1ccc(c(c1)C(=O)O)c1c2cc3CCCN4c3c(c2[o+]c2c1cc1CCCN3c1c2CCC3)CCC4
39,dy-585,dy-585.PNG,CCN(C1=CC2C(=C(c3c(O2)cc2c(c3)C(=CC(N2CCCS(=O)(=O)[O-])(C)C)C)c2ccccc2C(=O)N(CCCC(=O)O)C)C=C1)CCCS(=O)(=O)[O-],CCN(C1=CC2C(=C(c3c(O2)cc2c(c3)C(=CC(N2CCCS(=O)(=O)[O-])(C)C)C)c2ccccc2C(=O)N(CCCC(=O)O)C)C=C1)CCCS(=O)(=O)[O-].[Na+]
40,dy-590,dy-590.PNG,OC(=O)CCCCCNS(=O)(=O)c1ccc(c(c1)S(=O)(=O)[O-])c1c2cc3CCCN4c3c(c2[o+]c2c1cc1CCCN3c1c2CCC3)CCC4,O=C(O)CCCCCNS(=O)(=O)c8ccc(c4c3cc1CCCN2CCCc(c12)c3[o+]c5c6CCCN7CCCc(cc45)c67)c(S(=O)(=O)[O-])c8
41,dy-591,dy-591.PNG,OC(=O)CCOCCOCCNS(=O)(=O)c1ccc(c(c1)S(=O)(=O)[O-])c1c2cc3CCCN4c3c(c2[o+]c2c1cc1CCCN3c1c2CCC3)CCC4,O=C(O)CCOCCOCCNS(=O)(=O)c8ccc(c4c3cc1CCCN2CCCc(c12)c3[o+]c5c6CCCN7CCCc(cc45)c67)c(S(=O)(=O)[O-])c8
42,dy-594,dy-594.PNG,NS(CCCN1c2cc3[o+]c4cc5c(cc4c(c3cc2C(=CC1(C)C)CS(=O)O)c1ccc(cc1C(=O)O)C(=O)O)C(=CC(N5CCCS(=O)(=O)N)(C)C)CS(=O)(C)[O-])O,NS(CCCN1c2cc3[o+]c4cc5c(cc4c(c3cc2C(=CC1(C)C)CS(=O)O)c1ccc(cc1C(=O)O)C(=O)O)C(=CC(N5CCCS(=O)(=O)N)(C)C)CS(=O)(C)[O-])O
43,dy-605,dy-605.PNG,O=SCC1=CC(C)(C)N(C2=CC3C(=C(c4c(O3)cc3c(c4)C(=CC(N3CCCS(=O)(=O)*)(C)C)CS(=O)(=O)O)c3ccccc3C(=O)N(CCCC(=O)O)C)C=C12)CCCS(=O)(=O)N,CN(CCCC(=O)O)C(=O)c1ccccc1c4c3cc2C(CS(=O)(=O)O)=CC(C)(C)N(CCCS(N)(=O)=O)c2cc3[o+]c5cc6c(cc45)C(CS(=O)(=O)[O-])=CC(C)(C)N6CCCS(N)(=O)=O
44,dy-610,dy-610.PNG,CCN(c1ccc2c(c1)O/C(=C/C=C\1/C(=O)N(CCCCCC(=O)O)C(=O)N(C1=O)CCCS(=O)(=O)O)/C=C2C(C)(C)C)CC,CCN(c1ccc2c(c1)O/C(=C/C=C\1/C(=O)N(CCCCCC(=O)O)C(=O)N(C1=O)CCCS(=O)(=O)O)/C=C2C(C)(C)C)CC.[Na+]
45,dy-615,dy-615.PNG,OC(=O)CCCCCN1c2ccc(cc2C(/C/1=C/C=C/C(=C/C(=C)C(C)(C)C)/c1ccc(cc1[OH2+])N)(C)C)S(=O)(=O)[O-],CC(C)(C)c4cc(/C=C/C=C/2N(CCCCCC(=O)O)c1ccc(S(=O)(=O)[O-])cc1C2(C)C)c3ccc(N)cc3[o+]4
46,dy-630,dy-630.PNG,CCN(c1ccc2c(c1)[o+]c(cc2/C=C/C=C/1\N(CCCCCC(=O)O)c2c(C1(C)C)cc(cc2)S(=O)(=O)[O-])C(C)(C)C)CC,CCN(c1ccc2c(c1)[o+]c(cc2/C=C/C=C/1\N(CCCCCC(=O)O)c2c(C1(C)C)cc(cc2)S(=O)(=O)[O-])C(C)(C)C)CC
47,dy-631,dy-631.PNG,CCN(c1ccc2c(c1)[o+]c(cc2/C=C/C=C/1\N(CCCS(=O)(=O)[O-])c2c(C1(C)CCCC(=O)*)cc(cc2)S(=O)(=O)[O-])C(C)(C)C)CC,CCN(CC)c4ccc3c(/C=C/C=C/2N(CCCS(=O)(=O)[O-])c1ccc(S(=O)(=O)[O-])cc1C2(C)CCCC(=O)O)cc(C(C)(C)C)[o+]c3c4.[Na+]
48,dy-632,dy-632.PNG,CCC(c1ccc(c(c1)[OH2+])/C(=C\C(C(C)(C)C)C)/C=C/C=C/1\*(CCCS(=O)(O)[O-])c2c(C1(C)CCCC(=O)I)cc(cc2)S(=O)(O)[O-])CCCS(=O)(=O)[O-],CCC(CCCS(=O)(=O)[O-])c4ccc3c(/C=C/C=C/2N(CCCS(=O)(=O)[O-])c1ccc(S(=O)(=O)[O-])cc1C2(C)CCCC(=O)O)cc(C(C)(C)C)[o+]c3c4.[Na+].[Na+]
49,dy-633,dy-633.PNG,CCN(c1ccc2c(c1)[O+2]C(C=C2/C=C/C=C/1\N(CCCCCC(O)O)c2c(C1(C)C)cc(cc2)S(=O)(=O)[O-])C(C)(C)C)CCCP(=O)(O)[O-],CCN(CCCS(=O)(=O)[O-])c4ccc3c(/C=C/C=C/2N(CCCCCC(=O)O)c1ccc(S(=O)(=O)[O-])cc1C2(C)C)cc(C(C)(C)C)[o+]c3c4
50,dy-634,dy-634.PNG,OC(=O)CCCC1(C)c2cc(ccc2N(/C/1=C\C=C\C1=C*([OH+]c2c1ccc(c2)C(CCCS(=O)(=O)[O-])CCCS(=O)(O)[O-])C(C)(C)C)CCCS(=O)(=O)[O-])[*-](=C)[O-],CC(C)(C)c4cc(/C=C/C=C/2N(CCCS(=O)(=O)[O-])c1ccc(S(=O)(=O)[O-])cc1C2(C)CCCC(=O)O)c3ccc(N(CCCS(=O)(=O)[O-])CCCS(=O)(=O)[O-])cc3[o+]4
51,dy-635,dy-635.PNG,OC(=O)CCCCCN1c2ccc(cc2C(/C/1=C/C=C/c1cc([o+]c2c1cc1CCCN3c1c2CCC3)C(C)(C)C)(C)C)S(=O)(=O)[O-],OC(=O)CCCCCN1c2ccc(cc2C(/C/1=C/C=C/c1cc([o+]c2c1cc1CCCN3c1c2CCC3)C(C)(C)C)(C)C)S(=O)(=O)[O-]
52,dy-636,dy-636.PNG,OC(=O)CCCC1(C)/C(=C/C=C/c2cc([o+]c3c2cc2CCCN4c2c3CCC4)C(C)(C)C)/N(c2c1cc(cc2)S(=O)(=O)[O-])CCCS(=O)(=O)[O-],OC(=O)CCCC1(C)/C(=C/C=C/c2cc([o+]c3c2cc2CCCN4c2c3CCC4)C(C)(C)C)/N(c2c1cc(cc2)S(=O)(=O)[O-])CCCS(=O)(=O)[O-].[Na+]
53,dy-641,dy-641.PNG,*=Sc1cccc(c1)C1=C(C)/C(=C\C=C/2\C(=O)N(CCCCCC(=O)O)C(=O)N(C2=O)CCCS(=O)(=C)[O-])/Oc2c1ccc(c2)N(CC)CC,C=S(=O)([O-])CCCn4c(=O)c(=CC=c3oc1cc(N(CC)CC)ccc1c(c2cccc(S(=O)(=O)[O-])c2)c3C)c(=O)n(CCCCCC(=O)O)c4=O.[Na+].[Na+]
54,dy-643,dy-643.PNG,CCN(c1ccc2c(c1)OC(=CC=C1C(=O)N(CCCCCC(=*)*)C(=O)N(C1=O)CCCS(=O)(=O)[O-])C=C2c1cc(S(=CC)=O)c(cc1C)OC)CC,CCN(CC)c4ccc3c(c1cc(S(=O)(=O)[O-])c(OC)cc1C)cc(=CC=c2c(=O)n(CCCCCC(=O)O)c(=O)n(CCCS(=O)(=O)[O-])c2=O)oc3c4.[Na+]
55,dy-647P1,dy-647P1.PNG,COCC[NH2+]c1ccc(cc1C(C(=C)C=CC=CC=C1N(CCCCCC(=O)O)c2c(C1(C)C)cc(cc2)S(=O)(=O)[O-])(C)C)S(=O)(=O)[O-],COCC[N+]4=C(/C=C/C=C/C=C\2N(CCCCCC(=O)O)c1ccc(S(=O)(=O)[O-])cc1C2(C)C)C(C)(C)c3cccc(S(=O)(=O)[O-])c34.[Na+]
56,dy-648P1,dy-648P1.PNG,COCC[N+]1=C(/C=C/C=C/C=C\2/N(CCCCCC(=O)O)c3c(C2(C)CCC*(=O)(=O)[O-])cc(cc3)S(=O)(=O)[O-])C(c2c1ccc(c2)S(=O)[O-])(C)C,COCC[N+]4=C(/C=C/C=C/C=C\2N(CCCCCC(=O)O)c1ccc(S(=O)(=O)[O-])cc1C2(C)CCCS(=O)(=O)[O-])C(C)(C)c3cc(S(=O)(=O)[O-])ccc34.[Na+].[Na+]
57,dy-649P1,dy-649P1.PNG,COCC[N+2]1c2ccc(cc2C(C1/C=C/C=C/C=C\1/N(CCCCCC(O)O)c2c(C1(C)CCCS(=O)(=O)*)cc(cc2)S=O)(C)CCCS(=O)(=O)[O-])S(=O)(C)[O-],COCC[N+]4=C(/C=C/C=C/C=C\2N(CCCCCC(O)O)c1ccc(S(=O)(=O)[O-])cc1C2(C)CCCS(=O)(=O)[O-])C(C)(CCCS(=O)(=O)[O-])c3cc(S(=O)(=O)[O-])ccc34.[Na+].[Na+].[Na+]
58,dy-650,dy-650.PNG,CCN1c2cc3OC(C=C(c3cc2C(=CC1(C)C)C)/C=C/C=C/1\N(CCCCCC(=O)OC)c2c(C1(C)C)cc(cc2)S(=O)(=O)[O-])C(C)(C)C,CCN5c4cc3[o+]c(C(C)(C)C)cc(/C=C/C=C/2N(CCCCCC(=O)O)c1ccc(S(=O)(=O)[O-])cc1C2(C)C)c3cc4C(C)=CC5(C)C
59,dy-651,dy-651.PNG,C=[O]C(=O)CCCC1(C)/C(=C/C=C/c2cc([o+]c3c2cc2C(=CC(N(c2c3)CC)(C)C)C)C(C)(C)C)/N(c2c1cc(cc2)S(=O)(=O)[O-])CCCS(=O)(=O)[O-],CCN5c4cc3[o+]c(C(C)(C)C)cc(/C=C/C=C/2N(CCCS(=O)(=O)[O-])c1ccc(S(=O)(=O)[O-])cc1C2(C)CCCC(=O)O)c3cc4C(C)=CC5(C)C.[Na+]
60,dy-652,dy-652.PNG,OC(=*)CCCC1(C)/C(=C/C=C/C2=CC([O+2]c3c2cc2C(=CC(C(c2c3)CCCS(=O)(=C)[O-])(C)C)C)C(C)(C)C)/N(c2c1cc(cc2)S(=O)([O-])[O-])CCCS(=O)(=O)[O-],CC4=CC(C)(C)N(CCCS(=O)(=O)[O-])c5cc3[o+]c(C(C)(C)C)cc(/C=C/C=C/2N(CCCS(=O)(=O)[O-])c1ccc(S(=O)(=O)[O-])cc1C2(C)CCCC(=O)O)c3cc45.[Na+].[Na+]
61,dy-654,dy-654.PNG,O=*CC1=CC(C)(C)C(c2c1cc(/C(=C\*C(C)(C)C)/C=C/C=C/1\N(CCCS(=O)(=O)[O-])c3c(C1(C)CCCC(=O)O)cc(cc3)S(=O)(=O)[O-])c(c2)[O+2])CCCS(=O)(=O)[O-],CC(C)(C)c5cc(/C=C/C=C/2N(CCCS(=O)(=O)[O-])c1ccc(S(=O)(=O)[O-])cc1C2(C)CCCC(=O)O)c4cc3C(CS(=O)(=O)[O-])=CC(C)(C)N(CCCS(=O)(=O)[O-])c3cc4[o+]5.[Na+].[Na+].[Na+]
62,dy-660-sl,dy-660-sl.PNG,CCCCCCCCCCCCCCCCCCOc1cc(ccc1/C=C/c1c2ccccc2nc2c1cccc2)N(CC)CC,CCCCCCCCCCCCCCCCCCOc1cc(ccc1/C=C/c1c2ccccc2nc2c1cccc2)N(CC)CC
63,dy-660-x,dy-660-x.PNG,CCN(c1ccc2c(c1)oc(=O)c(c2)C(=C)/C=C(\c1ccc(cc1[OH2+])N(CC)CC)/c1ccccc1C(=O)O)CC,CCN(CC)c5ccc4cc(c3cc(c1ccccc1C(=O)O)c2ccc(N(CC)CC)cc2[o+]3)c(=O)oc4c5.O=Cl(=O)(=O)[O-]
